Well_ID,Date,Temperature (°C),Soil Type,Rainfall (mm),Humidity (%),Evaporation Rate (mm/day),Water Table Depth (m),Land Use Type,Groundwater Extraction Rate (L/day),Area Name,Salinity (mg/L)
97058,2021-04-01,31.4,Clay,195.4,64.6,12.61,23.34,Agriculture,9042.0,Srikakulam,1163.9
53637,2021-04-01,43.3,Peaty,137.3,20.8,10.07,2.98,Agriculture,8161.0,Kadapa,402.96
81268,2021-04-02,23.7,Peaty,74.5,89.0,6.23,27.34,Forest,24769.0,Kurnool,1406.71
31945,2021-04-02,23.1,Loamy,122.2,20.8,2.39,4.57,Residential,16836.0,Krishna,584.61
12875,2021-04-02,34.9,Sandy,19.3,93.9,4.66,12.88,Residential,40476.0,East Godavari,883.73
84070,2021-04-03,32.5,Loamy,174.3,26.5,13.02,15.91,Forest,21968.0,Visakhapatnam,1364.23
71862,2021-04-03,43.8,Peaty,219.7,97.0,12.2,2.54,Agriculture,39634.0,Anantapur,1206.97
66299,2021-04-03,21.3,Peaty,143.4,91.7,5.28,6.6,Agriculture,18430.0,East Godavari,724.5
56895,2021-04-03,32.0,Loamy,185.0,70.5,9.73,18.57,Residential,39806.0,Visakhapatnam,532.21
86845,2021-04-04,24.4,Sandy,180.5,90.2,5.42,25.85,Industrial,45232.0,Guntur,1219.9
15210,2021-04-04,23.7,Peaty,89.1,73.5,4.59,17.84,Forest,2365.0,Srikakulam,1203.05
70144,2021-04-04,30.5,Silty,44.3,53.3,10.41,8.39,Residential,7875.0,Srikakulam,1433.81
60562,2021-04-04,31.3,Sandy,67.0,82.0,5.93,12.52,Forest,26122.0,Anantapur,691.99
56808,2021-04-05,38.5,Silty,46.0,86.2,4.74,13.97,Residential,33721.0,Nellore,1338.48
60208,2021-04-05,34.8,Silty,109.7,84.9,5.25,8.91,Residential,48117.0,Anantapur,1489.74
12174,2021-04-08,22.9,Clay,111.0,20.5,3.07,19.11,Industrial,44124.0,West Godavari,1364.31
99665,2021-04-08,39.3,Peaty,130.4,27.8,7.33,22.13,Residential,28081.0,Nellore,857.29
94278,2021-04-09,44.6,Loamy,257.1,46.2,6.08,11.81,Forest,10381.0,West Godavari,417.19
55826,2021-04-10,21.9,Sandy,184.3,86.8,7.22,28.85,Industrial,38908.0,Krishna,490.92
15603,2021-04-11,26.3,Sandy,18.7,49.0,5.7,28.81,Residential,4820.0,Kurnool,194.67
78770,2021-04-12,26.2,Silty,268.6,90.0,4.47,24.64,Industrial,35686.0,Anantapur,609.64
22141,2021-04-12,42.1,Peaty,17.3,39.8,6.66,13.64,Forest,26628.0,Visakhapatnam,280.33
22867,2021-04-13,35.2,Clay,13.0,55.2,3.7,8.3,Residential,4164.0,Visakhapatnam,993.51
35518,2021-04-13,34.2,Loamy,140.1,74.6,14.98,7.85,Residential,18052.0,Chittoor,1058.49
24894,2021-04-13,34.7,Loamy,132.6,39.7,5.97,5.69,Forest,27265.0,Anantapur,197.58
31165,2021-04-13,41.0,Silty,256.8,52.5,5.59,6.72,Agriculture,2811.0,Anantapur,226.54
60965,2021-04-13,37.7,Sandy,29.4,61.0,7.49,28.12,Residential,2080.0,Krishna,682.6
48770,2021-04-13,35.2,Peaty,55.1,69.7,13.85,17.68,Residential,5992.0,Visakhapatnam,447.18
73966,2021-04-13,27.4,Clay,219.3,53.0,10.97,28.79,Residential,34560.0,Anantapur,418.32
76047,2021-04-14,20.2,Clay,265.5,24.4,13.97,26.19,Forest,32931.0,Anantapur,1215.57
88201,2021-04-14,40.3,Silty,211.5,82.0,13.21,29.81,Residential,18326.0,Anantapur,1304.73
37607,2021-04-14,42.2,Loamy,259.4,28.7,2.88,20.7,Residential,27920.0,Nellore,595.85
14906,2021-04-15,41.2,Sandy,281.8,45.6,8.62,18.79,Residential,44745.0,Chittoor,1106.66
57467,2021-04-15,24.9,Silty,27.5,25.5,7.21,4.97,Industrial,27556.0,Kurnool,959.73
88122,2021-04-16,39.0,Silty,1.5,62.2,5.79,4.45,Agriculture,5128.0,East Godavari,1249.51
10616,2021-04-17,41.7,Silty,249.0,46.9,2.02,27.97,Agriculture,39103.0,Visakhapatnam,1232.9
40855,2021-04-17,43.2,Peaty,245.6,38.9,14.43,18.18,Industrial,3299.0,Anantapur,440.42
90898,2021-04-17,36.3,Silty,12.7,97.9,12.11,24.16,Agriculture,17123.0,Krishna,1135.54
57896,2021-04-18,20.1,Loamy,266.3,98.5,11.09,14.34,Forest,8377.0,Guntur,687.06
70769,2021-04-18,41.0,Clay,153.0,23.7,6.51,28.48,Industrial,49664.0,Guntur,541.96
76471,2021-04-19,43.3,Peaty,1.1,96.5,6.91,12.51,Agriculture,47882.0,East Godavari,115.43
52480,2021-04-19,29.4,Clay,197.3,32.8,3.2,12.55,Agriculture,4638.0,Krishna,946.23
86299,2021-04-19,29.8,Silty,105.2,51.3,3.17,21.34,Residential,22164.0,Chittoor,848.79
65686,2021-04-19,43.8,Silty,71.2,89.7,9.23,11.08,Residential,21663.0,Krishna,412.04
53670,2021-04-19,33.7,Loamy,152.3,34.9,13.22,5.39,Agriculture,47156.0,West Godavari,561.11
12244,2021-04-19,31.1,Silty,229.1,42.9,4.54,27.09,Agriculture,1601.0,Nellore,836.35
12059,2021-04-19,21.4,Sandy,154.3,60.4,7.6,8.18,Residential,32382.0,Srikakulam,1383.95
95006,2021-04-20,24.3,Peaty,65.4,46.5,6.43,23.33,Industrial,48721.0,Visakhapatnam,753.7
51683,2021-04-20,43.5,Sandy,90.1,26.6,14.59,11.08,Forest,37690.0,Kadapa,162.96
29974,2021-04-24,22.0,Loamy,234.4,88.1,5.97,19.55,Forest,41236.0,Kurnool,441.69
95557,2021-04-24,20.5,Clay,130.5,34.4,6.1,15.89,Forest,26489.0,Krishna,695.6
87459,2021-04-24,25.2,Silty,147.1,88.4,5.49,17.05,Forest,33221.0,Srikakulam,461.92
65403,2021-04-24,38.3,Clay,74.5,49.3,14.4,8.89,Forest,22170.0,East Godavari,289.33
13744,2021-04-24,44.0,Peaty,40.0,28.9,11.24,12.39,Forest,43687.0,Srikakulam,543.86
18180,2021-04-24,21.4,Peaty,270.3,69.5,6.88,15.43,Forest,31422.0,Srikakulam,1263.05
87843,2021-04-25,22.7,Peaty,100.1,49.8,9.82,19.78,Forest,14002.0,Guntur,526.09
62229,2021-04-25,38.5,Peaty,176.1,89.1,10.24,10.94,Agriculture,13289.0,Anantapur,599.88
65945,2021-04-25,29.7,Sandy,134.3,24.9,9.09,28.06,Agriculture,36816.0,Kadapa,335.17
16904,2021-04-26,27.6,Sandy,244.9,86.4,3.16,5.38,Residential,10988.0,East Godavari,337.72
62420,2021-04-26,29.5,Peaty,264.1,29.6,6.02,23.06,Residential,24307.0,West Godavari,956.37
57339,2021-04-26,26.6,Peaty,285.0,42.4,6.96,18.25,Agriculture,2784.0,Kurnool,1056.28
20949,2021-04-27,26.9,Sandy,80.5,94.4,14.78,9.89,Residential,7836.0,Krishna,476.76
43982,2021-04-27,36.0,Clay,67.2,43.9,11.07,3.24,Forest,26552.0,Chittoor,443.92
15774,2021-04-27,22.0,Loamy,39.6,92.5,14.11,27.65,Agriculture,22770.0,Anantapur,1388.36
22584,2021-04-28,26.6,Loamy,66.5,38.7,4.03,4.48,Agriculture,29730.0,West Godavari,300.97
69676,2021-04-28,32.9,Clay,76.3,88.5,10.88,16.39,Agriculture,48711.0,Chittoor,1445.66
13027,2021-04-28,22.7,Clay,184.8,98.9,10.09,8.49,Residential,28004.0,Srikakulam,1455.07
59674,2021-04-28,27.4,Loamy,5.0,61.8,11.74,15.87,Agriculture,33844.0,Guntur,768.33
83538,2021-04-29,25.1,Sandy,284.4,40.4,6.08,25.69,Agriculture,16596.0,West Godavari,768.78
37028,2021-04-30,24.9,Clay,168.1,22.5,13.49,11.35,Residential,1638.0,Visakhapatnam,1359.56
50826,2021-04-30,38.0,Sandy,163.3,76.6,5.37,23.0,Agriculture,16404.0,West Godavari,982.37
26823,2021-05-01,36.6,Sandy,235.7,48.0,7.1,5.73,Residential,39598.0,West Godavari,707.72
22962,2021-05-02,41.9,Peaty,248.4,75.0,5.63,8.02,Agriculture,39120.0,Guntur,926.21
54754,2021-05-02,38.9,Clay,70.2,62.2,7.64,9.63,Forest,13552.0,West Godavari,918.01
32893,2021-05-02,36.0,Sandy,88.1,76.3,12.33,27.36,Agriculture,22675.0,Srikakulam,323.67
32309,2021-05-03,31.3,Loamy,95.7,89.3,2.1,15.59,Forest,17209.0,Nellore,261.79
11169,2021-05-03,23.7,Peaty,266.5,43.3,8.66,3.44,Forest,11477.0,Kurnool,115.18
30283,2021-05-03,42.5,Clay,265.7,82.6,3.16,5.14,Agriculture,36432.0,Chittoor,792.17
61028,2021-05-04,41.4,Silty,270.3,56.9,10.22,25.67,Residential,24744.0,Kadapa,903.35
52316,2021-05-04,34.8,Silty,266.2,35.0,3.96,4.29,Industrial,19143.0,Chittoor,561.13
76228,2021-05-04,34.6,Silty,150.9,48.5,2.01,2.62,Forest,12882.0,Krishna,133.43
11893,2021-05-04,21.7,Silty,223.2,50.2,11.64,3.8,Agriculture,31686.0,Kadapa,930.33
46721,2021-05-06,43.4,Loamy,39.0,60.5,11.09,26.85,Forest,11345.0,Krishna,269.61
27233,2021-05-06,35.5,Silty,89.4,36.0,13.89,27.41,Industrial,24106.0,Kadapa,949.76
96252,2021-05-06,29.4,Peaty,88.7,71.4,12.11,22.68,Industrial,17647.0,Kadapa,1004.82
17999,2021-05-06,29.6,Clay,240.0,77.9,4.08,10.5,Industrial,49275.0,East Godavari,398.67
78239,2021-05-07,39.8,Loamy,248.5,57.8,6.3,19.1,Residential,11794.0,Srikakulam,581.72
19184,2021-05-07,26.5,Loamy,168.6,66.5,8.87,12.2,Industrial,8203.0,Anantapur,694.63
63865,2021-05-08,42.7,Clay,43.6,85.5,2.66,5.4,Industrial,42224.0,West Godavari,1483.29
88645,2021-05-08,44.9,Silty,224.8,70.4,12.18,12.15,Agriculture,15496.0,Kadapa,576.2
99720,2021-05-09,27.3,Loamy,297.1,39.4,4.21,8.56,Forest,7013.0,East Godavari,1291.89
31372,2021-05-09,36.7,Sandy,79.9,47.1,8.64,10.65,Residential,10662.0,Anantapur,1114.48
91020,2021-05-09,37.2,Peaty,251.9,62.0,2.42,16.82,Agriculture,4040.0,Srikakulam,585.63
82671,2021-05-09,24.6,Silty,209.2,52.8,14.87,16.29,Agriculture,19257.0,Kurnool,1224.57
64454,2021-05-09,44.9,Peaty,127.9,70.1,9.49,26.76,Forest,29507.0,Visakhapatnam,1059.04
72905,2021-05-10,34.6,Loamy,232.0,49.0,3.42,20.68,Agriculture,45727.0,Guntur,1481.04
72629,2021-05-10,24.2,Loamy,200.8,37.2,12.48,19.56,Residential,45232.0,Visakhapatnam,1267.65
19790,2021-05-10,24.2,Sandy,67.0,77.4,10.65,29.92,Residential,49121.0,Nellore,1445.55
59099,2021-05-11,29.3,Peaty,113.4,59.9,4.65,13.12,Residential,44862.0,East Godavari,247.4
44285,2021-05-11,30.5,Silty,17.8,59.8,4.19,20.16,Agriculture,47748.0,East Godavari,391.46
16569,2021-05-12,42.1,Peaty,15.0,53.6,5.13,22.19,Forest,25945.0,Chittoor,160.01
78853,2021-05-12,40.9,Peaty,52.5,45.5,3.31,9.84,Industrial,2552.0,West Godavari,405.92
20898,2021-05-13,36.4,Clay,96.8,58.6,13.87,15.95,Residential,46156.0,Kadapa,106.63
90456,2021-05-13,42.6,Peaty,288.4,79.5,2.0,4.02,Agriculture,5757.0,Kurnool,954.63
10728,2021-05-13,24.8,Loamy,291.0,96.9,11.54,23.32,Residential,27476.0,West Godavari,1127.39
21188,2021-05-13,41.2,Sandy,249.4,79.4,2.93,2.08,Industrial,39838.0,Kurnool,1182.11
75823,2021-05-13,30.9,Clay,148.9,85.9,14.95,15.21,Agriculture,12153.0,Anantapur,1216.69
65866,2021-05-13,21.4,Clay,185.8,76.5,12.26,23.65,Residential,38889.0,Kadapa,915.83
30667,2021-05-13,27.8,Silty,124.1,69.6,10.58,3.03,Agriculture,15352.0,Kadapa,1229.94
42603,2021-05-14,25.3,Clay,221.8,70.6,12.46,9.84,Residential,44404.0,Nellore,1047.13
20766,2021-05-15,29.0,Peaty,226.4,83.8,6.52,9.51,Residential,10313.0,Krishna,1489.89
40277,2021-05-15,34.4,Peaty,138.7,63.3,9.42,13.37,Agriculture,28416.0,Nellore,306.25
46773,2021-05-16,44.2,Clay,296.7,29.6,7.86,29.95,Agriculture,11266.0,East Godavari,1346.95
82421,2021-05-16,30.9,Loamy,79.1,76.7,8.93,10.78,Forest,39523.0,Visakhapatnam,1100.98
69688,2021-05-17,31.5,Clay,278.7,43.8,12.11,4.36,Agriculture,12234.0,East Godavari,513.64
92045,2021-05-17,21.1,Clay,284.4,99.9,9.29,4.26,Forest,20157.0,Nellore,521.84
79575,2021-05-18,42.0,Clay,183.0,51.9,13.98,8.33,Agriculture,22228.0,Krishna,1320.53
27284,2021-05-18,34.4,Sandy,120.8,97.2,4.98,7.77,Agriculture,32112.0,Visakhapatnam,491.22
65726,2021-05-19,39.1,Silty,238.7,83.9,3.63,27.83,Agriculture,11465.0,Guntur,1463.93
55571,2021-05-19,40.3,Sandy,19.5,38.5,5.53,20.89,Industrial,9895.0,Guntur,1154.31
45480,2021-05-19,26.6,Peaty,189.3,36.9,11.16,24.93,Industrial,16102.0,Kadapa,855.15
55624,2021-05-19,21.7,Peaty,120.4,91.3,8.25,8.85,Agriculture,3319.0,Krishna,1150.96
55453,2021-05-19,35.3,Peaty,247.3,62.6,14.87,13.19,Forest,34516.0,Chittoor,384.6
43681,2021-05-20,29.6,Loamy,12.0,45.4,5.1,17.18,Forest,5944.0,Visakhapatnam,838.44
74035,2021-05-20,28.5,Clay,235.3,76.9,4.17,28.18,Forest,16164.0,Nellore,308.46
30164,2021-05-20,28.5,Peaty,131.7,96.3,10.73,15.09,Agriculture,41479.0,Anantapur,850.18
71106,2021-05-21,31.7,Silty,250.6,61.9,12.21,14.21,Residential,15729.0,Guntur,369.91
24266,2021-05-21,29.3,Sandy,12.5,27.0,8.12,17.14,Residential,8997.0,Krishna,449.68
63935,2021-05-21,35.6,Peaty,121.7,70.8,4.17,29.51,Forest,44865.0,Visakhapatnam,465.62
46356,2021-05-22,35.1,Clay,273.4,71.6,12.24,23.77,Forest,36722.0,Kurnool,715.64
52259,2021-05-23,38.1,Peaty,265.5,32.9,3.44,5.71,Residential,34542.0,Guntur,933.95
10802,2021-05-23,44.5,Peaty,79.4,77.5,13.39,11.89,Forest,5564.0,East Godavari,1179.06
49455,2021-05-23,33.6,Loamy,127.6,32.8,9.72,26.17,Residential,10748.0,Krishna,1431.71
55609,2021-05-23,24.4,Clay,271.9,98.3,14.48,19.45,Residential,49285.0,Srikakulam,1318.1
61309,2021-05-23,24.5,Loamy,225.3,50.1,8.78,12.12,Industrial,42792.0,Nellore,640.86
16691,2021-05-23,39.3,Clay,28.1,70.6,13.59,15.0,Agriculture,26627.0,West Godavari,294.36
63356,2021-05-23,41.8,Clay,88.9,95.1,7.66,6.01,Forest,21789.0,Srikakulam,1098.8
84030,2021-05-24,25.4,Sandy,49.8,35.6,14.92,6.36,Residential,43946.0,Srikakulam,1088.51
29448,2021-05-24,29.0,Sandy,201.1,71.8,5.76,16.85,Agriculture,6872.0,Chittoor,1378.39
35157,2021-05-25,43.2,Clay,290.6,34.7,9.26,29.53,Industrial,47605.0,Guntur,836.28
71778,2021-05-25,42.3,Silty,35.8,94.7,4.23,23.76,Industrial,25768.0,Guntur,875.54
78011,2021-05-25,22.3,Peaty,145.8,64.8,14.3,2.17,Agriculture,48774.0,Visakhapatnam,1167.9
38409,2021-05-25,36.7,Sandy,53.3,47.0,11.27,27.16,Residential,25603.0,Guntur,1358.62
36480,2021-05-27,37.6,Peaty,238.8,35.9,12.8,6.48,Industrial,30286.0,Kadapa,1119.71
95190,2021-05-27,26.3,Silty,282.7,49.4,14.24,16.95,Forest,43137.0,East Godavari,355.99
70224,2021-05-27,38.3,Silty,112.1,46.2,4.88,13.07,Forest,40885.0,Srikakulam,343.59
50824,2021-05-27,36.6,Sandy,25.1,22.9,13.42,25.31,Forest,41325.0,Anantapur,991.14
69766,2021-05-28,42.8,Silty,145.0,85.7,8.19,10.24,Forest,4058.0,Anantapur,982.14
27723,2021-05-28,27.2,Loamy,274.9,38.3,5.06,6.83,Residential,41067.0,Visakhapatnam,738.32
50388,2021-05-29,30.3,Clay,33.1,62.6,10.06,16.18,Residential,20372.0,Visakhapatnam,263.33
35501,2021-05-30,22.8,Clay,255.4,68.5,4.14,23.23,Residential,24750.0,Krishna,1372.09
60895,2021-05-30,24.9,Loamy,173.5,27.1,8.65,29.67,Agriculture,45032.0,East Godavari,846.1
45941,2021-05-30,26.0,Sandy,171.3,83.4,13.17,19.51,Industrial,21410.0,Nellore,1023.91
56180,2021-05-30,42.5,Loamy,266.2,74.7,6.85,8.87,Industrial,49949.0,Nellore,398.88
97974,2021-05-31,42.4,Peaty,232.4,67.6,4.25,10.95,Agriculture,39875.0,Guntur,1368.0
85575,2021-06-01,36.9,Peaty,217.8,47.6,14.15,17.23,Industrial,20892.0,Kadapa,230.43
64896,2021-06-01,30.7,Clay,9.4,96.9,2.66,5.94,Agriculture,40973.0,Kadapa,431.43
89783,2021-06-01,44.6,Silty,280.8,75.9,5.12,26.74,Forest,33700.0,Kadapa,574.92
55459,2021-06-01,21.5,Clay,54.9,93.0,5.34,28.01,Agriculture,32905.0,East Godavari,731.74
17545,2021-06-01,27.7,Clay,121.0,95.7,9.04,15.25,Residential,21743.0,Visakhapatnam,163.64
80497,2021-06-03,41.9,Silty,186.4,86.4,9.82,4.08,Residential,37929.0,Anantapur,1208.22
38565,2021-06-03,24.8,Peaty,27.9,67.6,6.29,23.78,Forest,15695.0,Anantapur,534.99
93950,2021-06-04,43.1,Loamy,257.5,65.5,4.43,20.01,Forest,12755.0,Kadapa,1470.27
34947,2021-06-05,31.7,Peaty,295.9,47.4,13.73,9.31,Industrial,25981.0,West Godavari,776.68
27796,2021-06-05,27.4,Peaty,94.9,80.0,3.55,8.2,Residential,47332.0,Visakhapatnam,116.53
80767,2021-06-07,26.8,Clay,289.7,50.1,8.31,18.96,Industrial,33752.0,Anantapur,420.89
21942,2021-06-07,45.0,Silty,296.3,99.6,9.21,23.25,Forest,7667.0,East Godavari,420.78
91485,2021-06-07,41.9,Clay,143.9,54.4,13.71,23.65,Industrial,17556.0,West Godavari,1314.3
48348,2021-06-07,37.3,Peaty,220.9,32.4,10.12,15.8,Forest,46518.0,Anantapur,1151.72
28139,2021-06-07,36.3,Sandy,198.1,61.1,2.74,13.12,Residential,41716.0,Krishna,1302.36
90125,2021-06-08,25.4,Silty,179.1,90.3,12.73,6.06,Agriculture,23236.0,Anantapur,1397.1
51527,2021-06-08,43.2,Peaty,240.4,58.2,5.76,27.0,Forest,26269.0,West Godavari,784.24
40506,2021-06-08,30.8,Silty,137.8,29.0,12.72,21.79,Residential,25244.0,Krishna,461.94
82953,2021-06-09,39.7,Loamy,5.3,20.0,12.33,26.75,Industrial,12139.0,West Godavari,1056.7
10886,2021-06-09,41.6,Clay,182.4,33.3,3.72,8.21,Forest,2892.0,Guntur,440.89
67660,2021-06-10,30.2,Silty,48.6,94.3,3.67,4.88,Industrial,29225.0,East Godavari,146.94
30381,2021-06-10,28.0,Loamy,108.9,79.0,10.67,10.12,Residential,42434.0,West Godavari,524.9
89354,2021-06-10,32.3,Loamy,9.4,32.8,3.09,4.11,Agriculture,46896.0,Anantapur,407.59
40263,2021-06-10,40.2,Sandy,220.7,99.4,7.29,23.93,Industrial,41605.0,Kadapa,716.52
46643,2021-06-10,43.0,Silty,39.6,65.8,7.06,6.59,Residential,3523.0,Anantapur,356.71
95568,2021-06-10,34.8,Silty,60.4,29.9,11.24,21.58,Forest,44156.0,Anantapur,1133.22
55148,2021-06-11,25.7,Clay,291.5,23.5,12.3,7.84,Industrial,48921.0,Chittoor,932.95
85065,2021-06-11,40.3,Sandy,96.6,39.5,13.06,19.76,Residential,21318.0,Krishna,885.44
50041,2021-06-12,43.3,Silty,258.8,81.9,5.72,18.45,Residential,35022.0,Guntur,1286.41
75400,2021-06-12,21.6,Clay,181.7,84.9,7.48,19.26,Industrial,3412.0,Krishna,1054.34
79247,2021-06-12,23.1,Peaty,113.5,76.3,2.91,12.3,Residential,45762.0,Chittoor,1315.51
12731,2021-06-13,39.5,Silty,91.9,79.8,7.42,5.35,Residential,26565.0,Kadapa,228.98
65145,2021-06-13,32.5,Peaty,96.9,56.5,4.05,12.09,Forest,31100.0,Chittoor,627.47
85894,2021-06-13,21.1,Loamy,243.2,92.1,11.56,3.44,Industrial,30059.0,Anantapur,231.24
16151,2021-06-14,26.7,Silty,190.8,52.5,8.56,24.72,Residential,33999.0,West Godavari,670.34
54833,2021-06-15,21.6,Peaty,70.7,59.8,8.73,14.17,Industrial,8596.0,Visakhapatnam,1090.71
57581,2021-06-15,27.3,Sandy,294.9,90.1,13.72,27.83,Agriculture,27420.0,Visakhapatnam,1028.74
85113,2021-06-16,24.3,Sandy,65.4,58.6,10.9,24.45,Forest,38298.0,Srikakulam,1207.86
30934,2021-06-16,40.5,Loamy,285.6,48.1,2.5,23.29,Agriculture,27014.0,East Godavari,1491.94
51515,2021-06-17,40.6,Silty,78.6,64.6,14.82,27.97,Industrial,28336.0,Chittoor,1374.74
47244,2021-06-17,33.5,Sandy,287.5,40.8,2.29,15.19,Industrial,20560.0,Anantapur,1235.67
75175,2021-06-18,32.1,Sandy,286.2,27.7,6.02,23.3,Agriculture,18107.0,East Godavari,1006.73
65599,2021-06-18,38.4,Loamy,152.7,28.7,3.55,18.95,Residential,21645.0,Kadapa,1315.83
80111,2021-06-18,39.4,Peaty,225.3,99.2,10.51,21.9,Residential,42945.0,East Godavari,1243.27
22585,2021-06-19,35.3,Peaty,154.1,96.6,10.5,15.98,Residential,40881.0,Anantapur,560.22
54097,2021-06-19,33.1,Sandy,248.1,49.8,5.73,29.48,Agriculture,46013.0,East Godavari,510.26
80249,2021-06-19,28.1,Silty,200.4,75.5,12.56,12.7,Residential,49246.0,Chittoor,152.56
63820,2021-06-19,41.1,Silty,143.4,60.6,14.46,9.32,Industrial,19603.0,East Godavari,1094.79
69519,2021-06-20,43.7,Loamy,119.1,79.8,2.38,18.55,Industrial,34063.0,West Godavari,285.28
45964,2021-06-21,39.3,Clay,215.8,68.3,5.12,4.08,Industrial,44889.0,Chittoor,1385.92
49638,2021-06-21,32.4,Peaty,52.1,33.5,7.95,7.58,Residential,40524.0,Krishna,1061.13
80730,2021-06-22,33.5,Loamy,20.7,71.6,10.6,12.31,Industrial,1570.0,Anantapur,369.35
66867,2021-06-22,33.4,Loamy,26.6,29.8,6.74,27.79,Residential,5508.0,Kadapa,269.76
57337,2021-06-23,33.2,Peaty,236.4,78.4,6.82,24.56,Industrial,16730.0,West Godavari,146.23
26168,2021-06-23,25.7,Peaty,92.5,23.9,6.29,25.55,Agriculture,36275.0,East Godavari,281.03
78914,2021-06-23,36.9,Clay,119.8,37.5,12.54,9.31,Forest,44770.0,West Godavari,818.82
85364,2021-06-24,28.9,Loamy,56.7,20.6,8.07,10.68,Forest,38896.0,Kadapa,848.8
14079,2021-06-25,24.6,Clay,144.8,70.8,11.69,15.66,Forest,43553.0,Chittoor,1038.43
62579,2021-06-25,38.6,Silty,150.4,41.5,7.81,28.36,Agriculture,30585.0,Guntur,415.54
87422,2021-06-26,21.4,Clay,179.4,72.7,14.75,16.58,Forest,15279.0,West Godavari,1483.2
92051,2021-06-26,29.7,Silty,107.8,34.8,9.03,20.49,Residential,46602.0,Anantapur,1004.63
62364,2021-06-26,31.0,Clay,113.2,65.8,11.94,28.62,Forest,24025.0,Anantapur,1045.98
22931,2021-06-26,27.0,Silty,48.1,58.1,8.52,5.38,Residential,27369.0,Nellore,833.37
46193,2021-06-27,33.6,Sandy,128.0,89.1,11.94,11.35,Industrial,30905.0,Guntur,1241.02
53928,2021-06-27,20.2,Clay,151.0,77.0,7.8,15.6,Forest,43817.0,East Godavari,577.77
33751,2021-06-27,32.8,Loamy,281.1,83.4,10.22,14.61,Residential,23811.0,Kadapa,1290.19
85266,2021-06-28,37.0,Loamy,3.1,89.8,14.51,19.94,Forest,25048.0,Kadapa,1364.68
37715,2021-06-29,29.4,Clay,72.3,63.1,6.9,8.39,Industrial,8710.0,Chittoor,997.94
62876,2021-06-29,40.9,Clay,294.1,49.9,7.39,2.57,Forest,39096.0,Srikakulam,1156.62
57874,2021-06-29,41.6,Loamy,262.9,54.7,4.25,8.77,Residential,39374.0,Anantapur,1419.94
97442,2021-06-29,38.3,Sandy,40.6,33.0,13.5,28.15,Agriculture,6077.0,Nellore,794.9
27096,2021-06-29,20.3,Sandy,145.1,68.6,12.42,29.6,Forest,29200.0,Guntur,421.93
64059,2021-06-30,43.2,Clay,117.7,45.7,2.33,25.12,Forest,19341.0,Chittoor,452.51
33955,2021-06-30,38.2,Sandy,136.5,70.5,5.51,27.68,Industrial,41656.0,Krishna,243.44
42128,2021-06-30,29.0,Peaty,214.0,83.4,13.72,2.81,Industrial,15008.0,Guntur,444.97
43735,2021-06-30,21.7,Peaty,183.2,93.9,13.64,16.14,Forest,21860.0,Krishna,103.72
18588,2021-07-01,22.7,Loamy,6.1,67.3,5.34,17.55,Agriculture,3436.0,Nellore,152.01
86957,2021-07-01,41.9,Peaty,99.2,63.9,13.52,11.85,Forest,21602.0,Krishna,533.44
25519,2021-07-01,40.0,Sandy,251.3,95.5,13.44,7.15,Residential,47333.0,Kadapa,1356.61
46140,2021-07-02,41.3,Sandy,53.2,44.7,3.0,8.92,Residential,46203.0,Nellore,1094.57
69953,2021-07-02,39.7,Silty,38.4,73.3,6.86,28.73,Forest,16713.0,Anantapur,1316.02
28025,2021-07-02,41.4,Peaty,187.3,65.4,5.06,26.68,Forest,3222.0,Nellore,931.4
52286,2021-07-02,43.2,Loamy,234.7,86.8,4.78,17.33,Residential,26331.0,Guntur,868.88
93687,2021-07-02,43.1,Silty,282.1,25.7,11.24,27.19,Forest,32584.0,West Godavari,711.23
33299,2021-07-03,43.8,Sandy,70.0,64.4,9.05,3.14,Residential,41383.0,Visakhapatnam,827.98
15309,2021-07-03,20.1,Peaty,172.0,70.8,6.73,14.31,Forest,29320.0,Nellore,940.7
12885,2021-07-04,31.0,Loamy,266.8,89.3,12.73,17.3,Industrial,20389.0,Anantapur,130.84
28209,2021-07-04,28.4,Peaty,229.3,67.2,7.07,25.31,Agriculture,49574.0,Guntur,1367.59
99076,2021-07-04,36.5,Silty,172.5,34.0,10.51,19.44,Agriculture,49636.0,Kadapa,1231.18
41919,2021-07-04,34.1,Sandy,257.4,26.4,4.12,27.74,Residential,48267.0,Anantapur,1222.14
83395,2021-07-05,36.2,Sandy,268.8,73.3,14.67,6.05,Agriculture,32981.0,Nellore,781.91
57730,2021-07-06,35.2,Clay,269.9,35.2,12.61,2.09,Residential,45006.0,Srikakulam,444.55
77211,2021-07-06,37.6,Loamy,190.7,38.6,2.82,22.09,Residential,24676.0,Kadapa,899.08
13282,2021-07-06,38.6,Sandy,29.7,90.6,6.31,15.62,Forest,37027.0,Visakhapatnam,358.09
24070,2021-07-06,25.5,Peaty,168.1,48.7,14.86,14.22,Residential,30039.0,Nellore,808.49
28954,2021-07-07,31.6,Loamy,70.6,57.9,13.34,15.51,Industrial,37702.0,Kadapa,523.64
68563,2021-07-07,22.4,Silty,145.6,93.8,8.44,22.89,Residential,46735.0,East Godavari,1448.84
34289,2021-07-08,38.8,Clay,57.2,73.1,6.99,16.68,Industrial,7406.0,Visakhapatnam,389.01
